main_topic,description_1,bill_link,bill_name,current_status,first_house_progress,second_house_progress,after_passage_progress,description_2,sponsors,requester,democrat_sponsor_count,republican_sponsor_count
COVID-19 AND CORONAVIRUS,"Employers, safety grant program, to meet new safety/health requirements during emergency",https://app.leg.wa.gov/billsummary?BillNumber=1097&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1097,C 253 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Increasing worker protections.,"Sells, Bateman, Ortiz-Self, Kloba, Chopp, Ormsby, Stonier, Macri",Office of the Governor,7,0
COVID-19 AND CORONAVIRUS,"Employers, safety grant program, to meet new safety/health requirements during emergency",https://app.leg.wa.gov/billsummary?BillNumber=1097&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1097,C 253 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Increasing worker protections.,"Sells, Bateman, Ortiz-Self, Kloba, Chopp, Ormsby, Stonier, Macri",Office of the Governor,7,0
COVID-19 AND CORONAVIRUS,"Employers, safety grant program, to meet new safety/health requirements during emergency",https://app.leg.wa.gov/billsummary?BillNumber=5090&Year=2021&Initiative=false,SB 5090,"SLabor, Comm &","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Increasing worker protections.,"Keiser, Conway, Liias, Lovelett, Nguyen, Saldaña, Stanford, Claire Wilson",Office of the Governor,8,2
COVID-19 AND CORONAVIRUS,"Employers, unemployment insurance contribution relief for",https://app.leg.wa.gov/billsummary?BillNumber=5171&Year=2021&Initiative=false,SB 5171,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing unemployment insurance relief.,"Linda Wilson, Braun, Brown, Dozier, Gildon, Holy, King, Muzzall, Rivers, Schoesler, Short, Wagoner, Jeff Wilson",No Requester,1,13
COVID-19 AND CORONAVIRUS,"Employers, WISHA violations, civil penalties when emergency proclamation in effect, prohibiting",https://app.leg.wa.gov/billsummary?BillNumber=1244&Year=2021&Initiative=false,HB 1244,HLabor & Workpl,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Prohibiting civil penalties for first-time violations of standards regulated under emergency proclamations.,"Mosbrucker, Springer, Dent, Hoff, Kirby, Chapman, Jacobsen, Ybarra, Caldier, Goehner, Eslick, Callan, Walsh, Dufault, Chase, Robertson, Klippert, Goodman",No Requester,5,13
COVID-19 AND CORONAVIRUS,"Epidemics/pandemics, local preparedness and response plans for, local health jurisdictions to develop/implement",https://app.leg.wa.gov/billsummary?BillNumber=1442&Year=2021&Initiative=false,HB 1442,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning epidemic and pandemic preparedness.,"Chase, Sutherland, Caldier, Schmick, Eslick, Kraft",No Requester,0,6
COVID-19 AND CORONAVIRUS,"Epidemics/pandemics, viral infections/severe disease prevention, health professionals committee, convening",https://app.leg.wa.gov/billsummary?BillNumber=1442&Year=2021&Initiative=false,HB 1442,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning epidemic and pandemic preparedness.,"Chase, Sutherland, Caldier, Schmick, Eslick, Kraft",No Requester,0,6
COVID-19 AND CORONAVIRUS,"Expenditures during emergency, 2021-2023 state government restrictions",https://app.leg.wa.gov/billsummary?BillNumber=1027&Year=2021&Initiative=false,HB 1027,HApprops,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Reducing the administrative cost of state government during the 2021-2023 fiscal biennium.,"Walsh, Young",No Requester,0,2
COVID-19 AND CORONAVIRUS,"Family and medical leave, paid, applicants to disclose if leave related to COVID-19 pandemic",https://app.leg.wa.gov/billsummary?BillNumber=5649&Year=2021&Initiative=false,2nd Substitute - 2SSB 5649,C 233 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the Washington state paid family and medical leave act.,"Robinson, Conway, Lovick, Randall, Claire Wilson",No Requester,5,2
COVID-19 AND CORONAVIRUS,"Family and medical leave, paid, applicants to disclose if leave related to COVID-19 pandemic",https://app.leg.wa.gov/billsummary?BillNumber=5649&Year=2021&Initiative=false,2nd Substitute - 2SSB 5649,C 233 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the Washington state paid family and medical leave act.,"Robinson, Conway, Lovick, Randall, Claire Wilson",No Requester,5,2
COVID-19 AND CORONAVIRUS,"Federal coronavirus relief funds, reattributing certain 2019-2021 appropriations for reappropriation of",https://app.leg.wa.gov/billsummary?BillNumber=1334&Year=2021&Initiative=false,HB 1334,HApprops,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Making appropriations to revive our economy and accelerate a lasting recovery for Washington.,"Stokesbary, Klippert, Caldier, Maycumber, Boehnke, Vick, Schmick, Barkis, Walsh, Robertson, Eslick, Graham, MacEwen, Gilday, Chambers, Jacobsen",No Requester,0,16
COVID-19 AND CORONAVIRUS,"Federal coronavirus relief funds, reattributing certain 2019-2021 appropriations for reappropriation of",https://app.leg.wa.gov/billsummary?BillNumber=1467&Year=2021&Initiative=false,HB 1467,HApprops,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Authorizing appropriations from the budget stabilization account to replace prior state expenditures from federal coronavirus relief funding.,"Stokesbary, Robertson, Dufault, Sutherland, Jacobsen, Chambers",No Requester,0,6
COVID-19 AND CORONAVIRUS,"Federal coronavirus relief funds, reattributing certain 2019-2021 appropriations to free up CRF funds",https://app.leg.wa.gov/billsummary?BillNumber=1367&Year=2021&Initiative=false,HB 1367,C 5 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Revising 2019-2021 fiscal biennium appropriations of state and federal funding for previously implemented medicaid rates and other medicaid expenditures in the developmental disabilities and long-term care programs in response to the COVID-19 pandemic.,"Ormsby, Bergquist, Ramos, Callan, Gregerson, Simmons, Berry, Sullivan, Leavitt, Kloba, Macri, Ramel, Harris-Talley",No Requester,14,1
COVID-19 AND CORONAVIRUS,"Federal coronavirus relief funds, reattributing certain 2019-2021 appropriations to free up CRF funds",https://app.leg.wa.gov/billsummary?BillNumber=5343&Year=2021&Initiative=false,SB 5343,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Revising 2019-2021 fiscal biennium appropriations of state and federal funding for previously implemented medicaid rates and other medicaid expenditures in the developmental disabilities and long-term care programs in response to the COVID-19 pandemic.,"Rolfes, Robinson, Dhingra, Nguyen",No Requester,4,0
COVID-19 AND CORONAVIRUS,"Federal coronavirus state fiscal recovery funds, appropriating into family and medical leave insurance account",https://app.leg.wa.gov/billsummary?BillNumber=5959&Year=2021&Initiative=false,SB 5959,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the financial stability and solvency of the family and medical leave insurance account.,"Linda Wilson, Braun, Dozier, Jeff Wilson",No Requester,1,4
COVID-19 AND CORONAVIRUS,"Financial intangible assets, Washington state wealth tax on, creating to achieve equity and provide funding",https://app.leg.wa.gov/billsummary?BillNumber=1406&Year=2021&Initiative=false,Substitute - SHB 1406,HApprops,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Improving the equity of Washington state's tax code by creating the Washington state wealth tax and taxing extraordinary financial intangible assets.,"Frame, Sullivan, Ormsby, Ortiz-Self, Kirby, Davis, Bateman, Valdez, Kloba, Pollet, Walen, Dolan, Simmons, Cody, Ramel, Lekanoff, Duerr, Ryu, Berry, Peterson, Hackney, Chopp, Macri, Bergquist, Riccelli, Harris-Talley",No Requester,27,1
COVID-19 AND CORONAVIRUS,"Financial intangible assets, Washington state wealth tax on, creating to achieve equity and provide funding",https://app.leg.wa.gov/billsummary?BillNumber=1406&Year=2021&Initiative=false,Substitute - SHB 1406,HApprops,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Improving the equity of Washington state's tax code by creating the Washington state wealth tax and taxing extraordinary financial intangible assets.,"Frame, Sullivan, Ormsby, Ortiz-Self, Kirby, Davis, Bateman, Valdez, Kloba, Pollet, Walen, Dolan, Simmons, Cody, Ramel, Lekanoff, Duerr, Ryu, Berry, Peterson, Hackney, Chopp, Macri, Bergquist, Riccelli, Harris-Talley",No Requester,27,1
COVID-19 AND CORONAVIRUS,"Financial intangible assets, Washington state wealth tax on, creating to achieve equity and provide funding",https://app.leg.wa.gov/billsummary?BillNumber=5426&Year=2021&Initiative=false,SB 5426,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Improving the equity of Washington state's tax code by creating the Washington state wealth tax and taxing extraordinary financial intangible assets.,"Hunt, Conway, Das, Dhingra, Hasegawa, Keiser, Kuderer, Lovelett, Nguyen, Saldaña, Stanford, Claire Wilson",No Requester,12,2
COVID-19 AND CORONAVIRUS,"Foreclosure, homeowners facing, assistance provisions of foreclosure fairness act, expanding applicability",https://app.leg.wa.gov/billsummary?BillNumber=1108&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1108,C 151 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Maintaining funding and assistance for homeowners navigating the foreclosure process.,"Orwall, Ortiz-Self, Kloba, Hackney, Chopp, Santos, Macri, Pollet, Harris-Talley",No Requester,8,1
COVID-19 AND CORONAVIRUS,"Foreclosure, homeowners facing, assistance provisions of foreclosure fairness act, expanding applicability",https://app.leg.wa.gov/billsummary?BillNumber=1108&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1108,C 151 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Maintaining funding and assistance for homeowners navigating the foreclosure process.,"Orwall, Ortiz-Self, Kloba, Hackney, Chopp, Santos, Macri, Pollet, Harris-Talley",No Requester,8,1
COVID-19 AND CORONAVIRUS,"Fur farming/fur products manufacturing/production, spread of COVID-19 via, prohibitions to reduce",https://app.leg.wa.gov/billsummary?BillNumber=1375&Year=2021&Initiative=false,HB 1375,"HRDev, Ag&NR","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Protecting public health by prohibiting certain activities related to fur production.,"Walen, Fitzgibbon, Bateman, Pollet",No Requester,4,0
COVID-19 AND CORONAVIRUS,"Fur products sale/trade/distribution, spread of COVID-19 via fur farms, prohibitions to reduce",https://app.leg.wa.gov/billsummary?BillNumber=5708&Year=2021&Initiative=false,SB 5708,SLaw & Justice,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the unlawful trade of fur products.,"Stanford, Liias, Lovelett",No Requester,3,0
COVID-19 AND CORONAVIRUS,"Fur products sale/trade/distribution, spread of COVID-19 via fur farms, prohibitions to reduce",https://app.leg.wa.gov/billsummary?BillNumber=5973&Year=2021&Initiative=false,SB 5973,SAg/Water/Natur,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the unlawful trade of fur products.,Stanford,No Requester,1,0
COVID-19 AND CORONAVIRUS,"Health care employees, hazard pay retention bonus for, when",https://app.leg.wa.gov/billsummary?BillNumber=5911&Year=2021&Initiative=false,Substitute - SSB 5911,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing hazard pay retention bonuses to certain health care employees.,"Cleveland, Keiser, Billig, Conway, Das, Lovelett, Lovick, Nguyen, Randall, Saldaña, Stanford, Trudeau",No Requester,12,0
COVID-19 AND CORONAVIRUS,"Health care employees, practicing in COVID units, hazard pay retention bonus for",https://app.leg.wa.gov/billsummary?BillNumber=5911&Year=2021&Initiative=false,Substitute - SSB 5911,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing hazard pay retention bonuses to certain health care employees.,"Cleveland, Keiser, Billig, Conway, Das, Lovelett, Lovick, Nguyen, Randall, Saldaña, Stanford, Trudeau",No Requester,12,0
COVID-19 AND CORONAVIRUS,"Health care employees, unemployment and workers' compensation benefits, when",https://app.leg.wa.gov/billsummary?BillNumber=5190&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5190,C 251 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing health care workers with presumptive benefits during a public health emergency.,"Holy, Frockt, Conway, Hasegawa, Honeyford, Keiser, King, Lovelett, Randall, Salomon, Van De Wege, Warnick, Claire Wilson, Jeff Wilson",No Requester,9,6
COVID-19 AND CORONAVIRUS,"Health care employees, unemployment and workers' compensation benefits, when",https://app.leg.wa.gov/billsummary?BillNumber=5190&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5190,C 251 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing health care workers with presumptive benefits during a public health emergency.,"Holy, Frockt, Conway, Hasegawa, Honeyford, Keiser, King, Lovelett, Randall, Salomon, Van De Wege, Warnick, Claire Wilson, Jeff Wilson",No Requester,9,6
COVID-19 AND CORONAVIRUS,"Health care providers, personal protection equipment use during emergency, reimbursement by health carrier",https://app.leg.wa.gov/billsummary?BillNumber=5169&Year=2021&Initiative=false,Substitute - SSB 5169,C 94 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning provider reimbursement for personal protective equipment during the state of emergency related to COVID-19.,"Frockt, Holy, Carlyle, Das, Hunt, Kuderer, Liias, Randall, Robinson, Claire Wilson",No Requester,9,3
COVID-19 AND CORONAVIRUS,"Health care providers, personal protection equipment use during emergency, reimbursement by health carrier",https://app.leg.wa.gov/billsummary?BillNumber=5169&Year=2021&Initiative=false,Substitute - SSB 5169,C 94 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning provider reimbursement for personal protective equipment during the state of emergency related to COVID-19.,"Frockt, Holy, Carlyle, Das, Hunt, Kuderer, Liias, Randall, Robinson, Claire Wilson",No Requester,9,3
COVID-19 AND CORONAVIRUS,"Health care providers, use of ""known"" drug/biological product/mineral/vitamin remedies to prevent/treat/cure COVID-19",https://app.leg.wa.gov/billsummary?BillNumber=2065&Year=2021&Initiative=false,HB 2065,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Authorizing health care providers to use their professional judgment and known remedies in treating and preventing COVID-19.,"Kraft, Chase, Graham, Sutherland, Eslick",No Requester,0,5
COVID-19 AND CORONAVIRUS,"Health care workers, paid administrative leave during public health emergency for, when",https://app.leg.wa.gov/billsummary?BillNumber=1242&Year=2021&Initiative=false,HB 1242,HLabor & Workpl,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing paid administrative leave for health care workers in time of declared public health emergencies.,"Leavitt, Dolan, Lovick, Valdez, Simmons, Ramel, Ortiz-Self, Frame, Shewmake, Ryu, Callan, Wicks, Rule, Lekanoff, Macri, Bronoske, Chopp, Slatter, Ramos, Harris-Talley, Pollet",No Requester,21,1
COVID-19 AND CORONAVIRUS,"Health care, emergency services supervisory organizations in diversion centers for",https://app.leg.wa.gov/billsummary?BillNumber=1276&Year=2021&Initiative=false,Substitute - SHB 1276,C 69 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing for certain emergency medical services personnel to work in diversion centers.,"Bronoske, Lovick, Fitzgibbon, Cody, Hackney, Fey, Macri, Leavitt, Ormsby, Harris-Talley, Stonier",Department of Health,10,1
COVID-19 AND CORONAVIRUS,"Health care, emergency services supervisory organizations in diversion centers for",https://app.leg.wa.gov/billsummary?BillNumber=1276&Year=2021&Initiative=false,Substitute - SHB 1276,C 69 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing for certain emergency medical services personnel to work in diversion centers.,"Bronoske, Lovick, Fitzgibbon, Cody, Hackney, Fey, Macri, Leavitt, Ormsby, Harris-Talley, Stonier",Department of Health,10,1
